Prec [mm],ET [mm/h],T [C],Q [m3/s],LAT [C]
0,0.015,16.54,0.38225,11.63065417
0,0.015,15.7,0.4805,11.63065417
0,0.015,13.85,0.629,11.63065417
0,0.015,12.57,0.661,11.63065417
0,0.015,11.9,0.64225,11.63065417
0,0.015,11.43,0.61,11.63065417
0,0.015,11.15,0.5825,11.63065417
0,0.076916667,9.48,0.56425,11.63065417
0.033,0.076916667,6.203,0.52125,11.63065417
0,0.076916667,8.59,0.4815,11.63065417
0,0.076916667,8.07,0.4605,11.63065417
0,0.053583333,8.03,0.44925,11.63065417
0.34,0.053583333,9.53,0.437,11.63065417
0.58,0.053583333,9.49,0.43075,11.63065417
0,0.053583333,9.48,0.41775,11.63065417
0,0.053583333,9.9,0.4095,11.63065417
0,0.053583333,11.5,0.4015,11.63065417
0,0.053583333,13.79,0.39025,11.63065417
0,0.076916667,14.56,0.382,11.63065417
0.067,0.076916667,17.77,0.373,11.63065417
0.033,0.076916667,17.77,0.367,11.63065417
0,0.076916667,17.04,0.36,11.63065417
0,0.076916667,16.66,0.3555,11.63065417
0,0.076916667,17.74,0.354,11.63065417
0,0.076916667,16.41,0.354,11.63065417
0,0.076916667,14.65,0.354,11.63065417
0,0.076916667,11.69,0.348,11.63065417
0,0.076916667,10.79,0.3435,11.63065417
0,0.076916667,9.54,0.342,11.63065417
0,0.076916667,8.54,0.342,11.63065417
0,0.076916667,7.72,0.339,11.63065417
0,0.074541667,6.85,0.336,11.63065417
0,0.053583333,6.223,0.336,11.63065417
0,0.053583333,5.286,0.33,11.63065417
0,0.053583333,4.447,0.33,11.63065417
0,0.077541667,4.599,0.3285,11.63065417
0,0.077541667,4.248,0.324,11.63065417
0,0.077541667,3.208,0.324,11.63065417
0,0.077541667,2.489,0.324,11.63065417
0.007,0.077541667,3.914,0.324,11.63065417
0,0.077541667,7.54,0.3195,11.63065417
0,0.077541667,11.45,0.324,11.63065417
0,0.053583333,13.83,0.324,11.63065417
0,0.053583333,16.04,0.324,11.63065417
0,0.053583333,15.81,0.318,11.63065417
0,0.053583333,16.43,0.318,11.63065417
0,0.053583333,16.3,0.3135,11.63065417
0,0.053583333,16.3,0.312,11.63065417
0,0.053583333,15.17,0.3105,11.63065417
0,0.053583333,13.87,0.306,11.63065417
0,0.053583333,11.76,0.306,11.63065417
0,0.053583333,10.03,0.3015,11.63065417
0,0.053583333,9.1,0.3,11.63065417
0,0.053583333,8.1,0.3045,11.63065417
0,0.053583333,7.7,0.3015,11.63065417
0,0.077541667,6.582,0.3015,11.63065417
0,0.077541667,10.86,0.3,11.63065417
0,0.077541667,5.759,0.3,11.63065417
0,0.077541667,6.043,0.3,11.63065417
0,0.052541667,4.994,0.3,11.63065417
0,0.052541667,5.032,0.29875,11.63065417
0,0.052541667,5.431,0.295,11.63065417
0,0.052541667,7.52,0.295,11.63065417
0,0.052541667,8.34,0.295,11.63065417
0,0.052541667,10.02,0.295,11.63065417
0,0.052541667,11.63,0.295,11.63065417
0,0.077541667,15.33,0.295,11.63065417
0,0.077541667,16.89,0.295,11.63065417
0,0.077541667,16.44,0.295,11.63065417
0,0.077541667,16.38,0.2905,11.63065417
0,0.077541667,16.27,0.289,11.63065417
0,0.077541667,17.66,0.289,11.63065417
0,0.077541667,15.59,0.283,11.63065417
0,0.077541667,14.52,0.283,11.63065417
0,0.077541667,13.19,0.283,11.63065417
0,0.077541667,11.96,0.283,11.63065417
0,0.077541667,11.54,0.30475,11.63065417
0,0.077541667,11.13,0.3345,11.63065417
0,0.077541667,11.25,0.3255,11.63065417
0,0.052541667,11.25,0.3045,11.63065417
0,0.052541667,2.924,0.295,11.63065417
0,0.052541667,10.26,0.3135,11.63065417
0,0.052541667,10.3,0.3285,11.63065417
0.029,0.072,10.29,0.315,11.63065417
0.017,0.072,10.32,0.29175,11.63065417
0.051,0.072,11.03,0.27025,11.63065417
0,0.072,10.63,0.25525,11.63065417
0,0.072,10.29,0.2455,11.63065417
0,0.072,10.96,0.239,11.63065417
0,0.072,11.41,0.239,11.63065417
0,0.052541667,12.55,0.24025,11.63065417
0,0.052541667,13.2,0.24975,11.63065417
0,0.052541667,14.28,0.2635,11.63065417
0,0.052541667,13.72,0.2635,11.63065417
0,0.052541667,15.18,0.258,11.63065417
0,0.052541667,14.16,0.255,11.63065417
0,0.052541667,13.97,0.255,11.63065417
0,0.052541667,13.61,0.2525,11.63065417
0,0.052541667,10.72,0.25,11.63065417
0,0.052541667,6.984,0.247,11.63065417
0,0.052541667,6.01,0.244,11.63065417
0,0.052541667,5.391,0.247,11.63065417
0,0.052541667,4.078,0.25,11.63065417
0,0.072,3.266,0.25,11.63065417
0,0.072,9.13,0.25,11.63065417
0,0.072,3.146,0.25,11.63065417
0,0.072,4.283,0.25,11.63065417
0,0.040625,5.913,0.25,11.63065417
0,0.040625,5.82,0.25,11.63065417
0,0.040625,5.027,0.25,11.63065417
0,0.040625,4.037,0.25,11.63065417
0,0.040625,5.418,0.25,11.63065417
0,0.040625,8.87,0.25,11.63065417
0,0.040625,9.49,0.25,11.63065417
0,0.072,10.03,0.25,11.63065417
0,0.072,10.51,0.25,11.63065417
0,0.072,11.52,0.25,11.63065417
0,0.072,12.83,0.25,11.63065417
0,0.072,13.42,0.2485,11.63065417
0,0.072,13.15,0.244,11.63065417
0,0.072,12.45,0.244,11.63065417
0,0.072,12.09,0.2415,11.63065417
0,0.072,10.93,0.239,11.63065417
0,0.072,9.39,0.24025,11.63065417
0,0.072,8.77,0.244,11.63065417
0,0.072,7.5,0.244,11.63065417
0,0.072,9.36,0.247,11.63065417
0,0.040625,9.07,0.25,11.63065417
0,0.040625,7.83,0.25,11.63065417
0,0.040625,8.03,0.25,11.63065417
0,0.040625,4.814,0.25,11.63065417
0,0.040041667,4.819,0.25,11.63065417
0,0.040041667,6.028,0.25,11.63065417
0,0.040041667,6.243,0.25,11.63065417
0,0.040041667,6.69,0.25,11.63065417
0,0.040041667,7.04,0.25,11.63065417
0,0.040041667,8.91,0.25,11.63065417
0,0.040041667,10.2,0.25125,11.63065417
0,0.040625,10.89,0.25125,11.63065417
0,0.040625,10.95,0.25,11.63065417
0,0.040625,11.7,0.25,11.63065417
0,0.040625,12.26,0.2485,11.63065417
0,0.040625,11.35,0.244,11.63065417
0,0.040625,11.66,0.24275,11.63065417
0,0.040625,11.56,0.239,11.63065417
0,0.040625,11.19,0.239,11.63065417
0,0.040625,10.08,0.23525,11.63065417
0,0.040625,9.4,0.247,11.63065417
0.017,0.040625,9.02,0.27725,11.63065417
0.021,0.040625,8.75,0.283,11.63065417
0.099,0.040625,8.18,0.2785,11.63065417
0.043,0.040041667,8,0.277,11.63065417
0.003,0.040041667,10.9,0.27575,11.63065417
0.074,0.040041667,7.58,0.272,11.63065417
0.091,0.040041667,7.44,0.272,11.63065417
0.1,0.045666667,7.25,0.266,11.63065417
0.014,0.045666667,7.22,0.26475,11.63065417
0.017,0.045666667,7.4,0.261,11.63065417
0.143,0.045666667,7.46,0.261,11.63065417
0.208,0.045666667,7.64,0.2565,11.63065417
0.446,0.045666667,8.05,0.25375,11.63065417
0.343,0.045666667,8.51,0.25,11.63065417
0.043,0.040041667,9.45,0.25,11.63065417
0,0.040041667,11.19,0.25,11.63065417
0,0.040041667,12.02,0.2525,11.63065417
0,0.040041667,14.7,0.255,11.63065417
0,0.040041667,15.08,0.255,11.63065417
0,0.040041667,14.41,0.255,11.63065417
0,0.040041667,14.41,0.25,11.63065417
0,0.040041667,13.83,0.25,11.63065417
0,0.040041667,11.7,0.25,11.63065417
0,0.040041667,11.57,0.25,11.63065417
0,0.040041667,11.17,0.25375,11.63065417
0.003,0.040041667,9.09,0.255,11.63065417
0.092,0.040041667,9.91,0.255,11.63065417
0,0.045666667,10.69,0.255,11.63065417
0.014,0.045666667,6.634,0.255,11.63065417
0.057,0.045666667,11.66,0.255,11.63065417
0.045,0.045666667,11.67,0.255,11.63065417
0,0.0425,11.25,0.255,11.63065417
0,0.0425,10.93,0.2595,11.63065417
0.014,0.0425,11.04,0.261,11.63065417
0,0.0425,10.2,0.2595,11.63065417
0,0.0425,10.05,0.261,11.63065417
0.007,0.0425,11.41,0.261,11.63065417
0,0.0425,13.15,0.261,11.63065417
0,0.045666667,13.93,0.2565,11.63065417
0,0.045666667,13.86,0.255,11.63065417
0,0.045666667,13.9,0.255,11.63065417
0,0.045666667,14.31,0.25,11.63065417
0,0.045666667,13.84,0.25,11.63065417
0.158,0.045666667,13.59,0.2455,11.63065417
1.275,0.045666667,12.76,0.2595,11.63065417
0.338,0.045666667,11.33,0.2875,11.63065417
0.382,0.045666667,11.1,0.292,11.63065417
0.031,0.045666667,11.32,0.2775,11.63065417
0.003,0.045666667,11.89,0.258,11.63065417
0,0.045666667,8.86,0.24025,11.63065417
0,0.045666667,8.02,0.2295,11.63065417
0.014,0.0425,7.22,0.223,11.63065417
0,0.0425,6.079,0.223,11.63065417
0,0.0425,4.69,0.2295,11.63065417
0.431,0.0425,3.797,0.2365,11.63065417
0.063,0.007791667,7.32,0.2455,11.63065417
0.661,0.007791667,6.873,0.25125,11.63065417
0.221,0.007791667,8.34,0.255,11.63065417
0.433,0.007791667,7.22,0.2565,11.63065417
0.518,0.007791667,8.99,0.2595,11.63065417
1.929,0.007791667,9.65,0.28325,11.63065417
2.016,0.007791667,10.36,0.30175,11.63065417
6.001,0.0425,9.96,0.305,11.63065417
0.051,0.0425,9.91,0.3225,11.63065417
0.483,0.0425,12.07,0.324,11.63065417
0.229,0.0425,11.84,0.3345,11.63065417
1.65,0.0425,10.69,0.345,11.63065417
5.262,0.0425,10.98,0.4245,11.63065417
1.866,0.0425,10.04,0.53575,11.63065417
0.228,0.0425,9.67,0.6505,11.63065417
0.003,0.0425,9.2,0.81725,11.63065417
0,0.0425,7.11,0.96425,11.63065417
0.003,0.0425,7.38,1.1505,11.63065417
0,0.0425,7.92,1.6585,11.63065417
0,0.0425,6.313,2.3365,11.63065417
0.017,0.007791667,5.514,3.78725,11.63065417
0.014,0.007791667,6.05,4.6265,9.114386111
0,0.067375,6.186,4.4715,9.114386111
0.014,0.029291667,4.141,3.986,9.114386111
0,0.031875,5.903,3.46525,9.114386111
0.035,0.030458333,5.935,3.02375,9.114386111
0,0.062083333,6.341,2.6555,9.114386111
0.286,0.033708333,6.871,2.39375,9.114386111
0,0.050208333,7.7,2.198,9.114386111
0,0.0575,8.91,2.03175,9.114386111
0,0.052166667,10.04,1.8965,9.114386111
0,0.067375,9.14,1.784,9.114386111
0.656,0.067375,12.33,1.684,9.114386111
0.578,0.067375,12.91,1.59325,9.114386111
1.099,0.029291667,12.86,1.4925,9.114386111
0.029,0.029291667,12.79,1.315,9.114386111
0,0.029291667,12.9,1.2155,9.114386111
0,0.029291667,12.23,1.2515,9.114386111
0,0.029291667,12.1,1.28525,9.114386111
0,0.029291667,13.02,1.302,9.114386111
0,0.029291667,14.61,1.3045,9.114386111
0,0.029291667,11.95,1.27325,9.114386111
0,0.029291667,8.64,1.254,9.114386111
0,0.029291667,8.12,1.2345,9.114386111
0,0.031875,8.5,1.24175,9.114386111
0.014,0.037333333,3.262,1.295,9.114386111
0.014,0.03825,6.904,1.327,9.114386111
0.028,0.052125,6.576,1.317,9.114386111
0.014,0.023833333,6.109,1.28775,9.114386111
0,0.026458333,6.252,1.25375,9.114386111
0.432,0.019666667,8,1.2155,9.114386111
0.193,0.04375,8.4,1.18,9.114386111
0.046,0.017416667,8.36,1.14975,9.114386111
0,0.032583333,9.61,1.11475,9.114386111
0,0.010458333,10.06,1.08475,9.114386111
0,0.03825,11.32,1.05975,9.114386111
0,0.03825,12.18,1.03275,9.114386111
0,0.03825,12.88,1.0035,9.114386111
0,0.052125,12.95,0.98175,9.114386111
0,0.052125,13.89,0.96175,9.114386111
0,0.052125,12.79,0.94,9.114386111
0,0.052125,12.13,0.929,9.114386111
0,0.052125,11.79,0.9355,9.114386111
0,0.052125,9.93,0.96175,9.114386111
0,0.052125,7.71,0.96625,9.114386111
0,0.052125,6.223,0.95275,9.114386111
0,0.052125,4.902,0.929,9.114386111
0,0.052125,3.861,0.9075,9.114386111
0,0.023833333,3.205,0.88425,9.114386111
0,0.034583333,9.02,0.8565,9.114386111
0,0.016375,4.584,0.842,9.114386111
0,0.016208333,4.749,0.823,9.114386111
0,0.032291667,4.078,0.8045,9.114386111
0,0.032291667,5.142,0.786,9.114386111
0,0.032291667,6.584,0.77,9.114386111
0,0.032291667,7.04,0.754,9.114386111
0,0.032291667,7.47,0.738,9.114386111
0,0.032291667,9.37,0.728,9.114386111
0,0.032291667,12.43,0.72,9.114386111
0,0.016375,13.67,0.706,9.114386111
0,0.016375,13.33,0.694,9.114386111
0,0.016375,14.52,0.6865,9.114386111
0,0.016208333,14.58,0.677,9.114386111
0,0.016208333,14.44,0.69025,9.114386111
0,0.016208333,16.42,0.6865,9.114386111
0,0.016208333,14.5,0.64575,9.114386111
0.12,0.016208333,13.43,0.629,9.114386111
0.08,0.016208333,11.9,0.629,9.114386111
0.375,0.016208333,12.43,0.629,9.114386111
0.666,0.016208333,12.86,0.629,9.114386111
1.518,0.016208333,13.75,0.621,9.114386111
0.053,0.016208333,11.78,0.621,9.114386111
0,0.032291667,11.06,0.612,9.114386111
0,0.032291667,11.51,0.606,9.114386111
0.014,0.032291667,9.65,0.606,9.114386111
0.003,0.032291667,9.81,0.599,9.114386111
0,0.05675,9.62,0.606,9.114386111
0.034,0.05675,7.37,0.61375,9.114386111
0.014,0.05675,9.37,0.6325,9.114386111
0.028,0.05675,6.567,0.642,9.114386111
0,0.05675,6.091,0.636,9.114386111
0,0.05675,8.88,0.629,9.114386111
0,0.05675,12.93,0.65175,9.114386111
0,0.032291667,13.72,0.734,9.114386111
0.317,0.032291667,14.41,0.8045,9.114386111
0.266,0.032291667,13.48,0.825,9.114386111
0,0.032291667,14.47,0.827,9.114386111
0,0.032291667,15.14,0.819,9.114386111
0.003,0.032291667,15.07,0.80225,9.114386111
0,0.032291667,14.45,0.784,9.114386111
0,0.032291667,13.01,0.772,9.114386111
0.029,0.032291667,11.65,0.758,9.114386111
0.071,0.032291667,11.61,0.748,9.114386111
0,0.032291667,11.18,0.736,9.114386111
0,0.032291667,10.34,0.726,9.114386111
0.185,0.032291667,9.58,0.714,9.114386111
0.1,0.05675,10.15,0.706,9.114386111
0.066,0.05675,10.16,0.698,9.114386111
0.103,0.05675,11.71,0.704,9.114386111
0.146,0.05675,11.93,0.716,9.114386111
1.371,0.05025,12.08,0.722,9.114386111
0.077,0.05025,11.93,0.722,9.114386111
0.283,0.05025,11.96,0.714,9.114386111
0.608,0.05025,12.45,0.71,9.114386111
6.744,0.05025,12.67,0.742,9.114386111
3.393,0.05025,10.66,0.79875,9.114386111
0.515,0.05025,11.6,0.8355,9.114386111
0.45,0.05675,13.28,0.8885,9.114386111
0.217,0.05675,13.77,1.0355,9.114386111
0.36,0.05675,13.78,1.386,9.114386111
0,0.05675,15.54,1.8435,9.114386111
0,0.05675,15.63,3.037,9.114386111
0,0.05675,16.04,5.80475,9.114386111
0.491,0.05675,15.21,7.12025,9.114386111
1.941,0.05675,13.82,7.87175,9.114386111
0.773,0.05675,11.8,7.96475,9.114386111
0.482,0.05675,11.15,7.72825,9.114386111
0.58,0.05675,10.14,7.5345,9.114386111
1.531,0.05675,10.33,7.402,9.114386111
0.068,0.05675,11.08,6.487,9.114386111
0.014,0.05025,10.56,5.52075,9.114386111
0.176,0.05025,10.1,5.33825,9.114386111
0.014,0.05025,10.24,6.016,9.114386111
0.014,0.05025,9.86,6.9485,9.114386111
0.12,0.016166667,9.21,7.4715,9.114386111
0.562,0.016166667,9.95,7.62625,9.114386111
4.235,0.016166667,11.06,7.54375,9.114386111
3.588,0.016166667,11.05,7.16025,9.114386111
0.634,0.016166667,11.32,6.51,9.114386111
0.14,0.016166667,12.14,5.997,9.114386111
5.086,0.016166667,12.7,6.0905,9.114386111
0.169,0.05025,11.4,6.67325,9.114386111
0,0.05025,12.74,8.18875,9.114386111
0.507,0.05025,14.05,10.92075,9.114386111
0.404,0.05025,11.85,13.65275,9.114386111
1.344,0.05025,11.67,15.5185,9.114386111
0,0.05025,12.03,16.54325,9.114386111
0.529,0.05025,11.68,17.542,9.114386111
0.359,0.05025,11.45,18.46725,9.114386111
0.003,0.05025,10.9,18.475,9.114386111
0.438,0.05025,9.85,17.378,9.114386111
0.021,0.05025,9.66,15.46,9.114386111
0,0.05025,9.32,13.4595,9.114386111
0,0.05025,8.61,11.885,9.114386111
0,0.016166667,9.43,10.63275,9.114386111
0.071,0.016166667,8.82,9.5935,9.114386111
0,0.016166667,10.27,8.7395,9.114386111
0.066,0.016166667,9.66,8.029,9.114386111
0,0.061125,9.62,7.43375,9.114386111
0,0.061125,8.65,6.92025,9.114386111
0,0.061125,8.12,6.45475,9.114386111
0.014,0.061125,5.658,6.02425,9.114386111
0.003,0.061125,4.548,5.6625,9.114386111
0,0.061125,8.57,5.32075,9.114386111
0,0.061125,10.55,5.02125,9.114386111
0,0.016166667,12.1,4.763,9.114386111
0.055,0.016166667,12.21,4.5305,9.114386111
0,0.016166667,13.23,4.31175,9.114386111
0,0.016166667,13.49,4.112,9.114386111
0,0.016166667,13.47,3.969,9.114386111
0.028,0.016166667,12.7,3.82975,9.114386111
0,0.016166667,12.58,3.6195,9.114386111
0,0.016166667,10.76,3.45175,9.114386111
0,0.016166667,8.48,3.3195,9.114386111
0,0.016166667,6.282,3.194,9.114386111
0,0.016166667,5.736,3.08225,9.114386111
0.003,0.016166667,5.672,2.97675,9.114386111
0.014,0.016166667,5.556,2.85175,9.114386111
0,0.061125,7.61,2.5685,9.114386111
0,0.061125,10.41,2.5235,9.114386111
0.017,0.061125,8.76,2.6155,9.114386111
0.057,0.061125,8.02,2.5805,9.114386111
0.869,0.018416667,8.4,2.5285,9.114386111
0.078,0.018416667,9.5,2.484,9.114386111
0.003,0.018416667,8.59,2.445,9.114386111
0,0.018416667,8.85,2.40075,9.114386111
0,0.018416667,9.5,2.37175,9.114386111
0.732,0.018416667,10.81,2.347,9.114386111
5.789,0.018416667,10.6,2.374,9.114386111
0.429,0.061125,10.57,2.418,9.114386111
0,0.061125,11.7,2.53125,9.114386111
0,0.061125,13.1,2.9035,9.114386111
0.072,0.061125,13.1,3.38075,9.114386111
0,0.061125,14.06,4.072,9.114386111
0.412,0.061125,13.57,4.52725,9.114386111
0.914,0.061125,12,5.0405,9.114386111
1.2,0.061125,11.8,6.115,9.114386111
0.507,0.061125,11.73,6.47575,9.114386111
0.007,0.061125,11.32,6.3265,9.114386111
0.107,0.061125,10.51,6,9.114386111
0.035,0.061125,10.34,5.7455,9.114386111
0.225,0.061125,10.28,5.60575,9.114386111
0.277,0.018416667,10.3,5.61775,9.114386111
0.586,0.018416667,8.88,5.87125,9.114386111
1.338,0.018416667,10.8,6.21425,9.114386111
0.432,0.018416667,10.38,6.381,9.114386111
1.141,0.059333333,10.72,6.357,9.114386111
0.075,0.059333333,10.45,6.38125,9.114386111
0,0.059333333,9.36,6.482,9.114386111
0.017,0.059333333,8.37,6.6385,9.114386111
0,0.059333333,6.898,7.214,9.114386111
0.007,0.059333333,8.69,8.09375,9.114386111
0,0.059333333,11.71,8.933,9.114386111
0,0.018416667,13.68,9.40575,9.114386111
0.058,0.018416667,13.45,9.21,9.114386111
0.097,0.018416667,14.05,8.54675,9.114386111
0,0.018416667,14.86,7.735,9.114386111
0,0.018416667,15.3,7.023,9.114386111
0.205,0.018416667,14.64,6.4365,9.114386111
0.1,0.018416667,13.49,5.961,9.114386111
0,0.018416667,12.39,5.56475,9.114386111
0,0.018416667,10.43,5.26225,9.114386111
0,0.018416667,8.93,5.01575,9.114386111
0,0.018416667,7.29,4.66925,9.114386111
0,0.018416667,8.06,4.40425,9.114386111
0,0.018416667,8.22,4.206,9.114386111
0,0.059333333,6.78,4.0185,9.114386111
0,0.059333333,12.07,3.85725,9.114386111
0,0.059333333,6.862,3.69475,9.114386111
0,0.059333333,6.909,3.57925,9.114386111
0,0.067375,8.84,3.486,9.114386111
0,0.067375,8.78,3.3905,9.114386111
0,0.067375,9.77,3.2935,9.114386111
0.01,0.067375,8.8,3.2095,9.114386111
0,0.067375,8.35,3.129,9.114386111
0.002,0.067375,8.16,3.0565,9.114386111
0,0.067375,10.76,2.9895,9.114386111
0,0.067375,13.37,2.93075,9.114386111
0,0.067375,14.31,2.86975,9.114386111
0,0.067375,15.77,2.73325,9.114386111
0,0.067375,16.14,2.52125,9.114386111
0.06,0.067375,14.91,2.6205,9.114386111
0,0.067375,15.28,2.648,9.114386111
0,0.067375,14.53,2.6105,9.114386111
0,0.067375,12.73,2.553,9.114386111
0,0.067375,10.39,2.514,9.114386111
0,0.067375,10.91,2.47175,9.114386111
0,0.067375,11.5,2.42525,9.114386111
0,0.067375,12.02,2.38625,9.114386111
0.382,0.067375,12.23,2.34725,9.114386111
0.74,0.067375,12.03,2.3205,9.114386111
1.088,0.067375,9.14,2.29875,9.114386111
0.034,0.067375,12.33,2.2625,9.114386111
0.06,0.067375,12.91,2.24325,9.114386111
0.007,0.029291667,12.86,2.236,9.114386111
0,0.029291667,12.79,2.246,9.114386111
0,0.029291667,12.9,2.255,9.114386111
0,0.029291667,12.23,2.255,9.114386111
0,0.029291667,12.1,2.265,9.114386111
0.022,0.029291667,13.02,2.2795,9.114386111
0,0.029291667,14.61,2.294,9.114386111
0,0.067375,15.92,2.3015,9.114386111
0.005,0.067375,15.27,2.33025,9.114386111
0,0.067375,15.51,2.367,9.114386111
0.061,0.067375,15.81,2.29175,9.114386111
0.739,0.067375,15.21,2.24825,9.114386111
5.011,0.067375,14.14,2.289,9.114386111
2.914,0.067375,13.26,2.35675,9.114386111
0.07,0.067375,13.21,2.4745,9.114386111
0.039,0.067375,12.83,2.74125,9.114386111
0.007,0.067375,12.72,3.411,9.114386111
0.013,0.067375,12.39,4.24625,9.114386111
0.016,0.067375,11.99,5.13625,9.114386111
0.022,0.067375,11.4,6.69575,9.114386111
